City_ID,City,Country,Max Temp,Conditions,Lat,Lng,Hotel Name
504,Chaman,PK,72.72,clear sky,30.9236,66.4512,Niamat parda Center chaman
505,Dengzhou,CN,51.66,clear sky,37.8086,120.7508,Greentree Inn Penglai Free Harbor Business Hotel
506,Worland,US,72.9,clear sky,44.0169,-107.9554,Town House Motor Inn
507,Itanhem,BR,70.36,clear sky,-17.1664,-40.33,Hotel Resende
511,Whitehorse,CA,48.97,broken clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
512,Bathsheba,BB,79.41,broken clouds,13.2167,-59.5167,Atlantis Hotel
514,Coaticook,CA,54.27,moderate rain,45.1334,-71.7991,La Nuitée
515,Mae Sot,TH,76.55,scattered clouds,16.7167,98.5667,Suan Darb Porn Resort (บ้านสวนดาบพรรีสอร์ท)
516,Assiniboia,CA,51.62,scattered clouds,49.6334,-105.9845,Canalta Hotel Assiniboia
517,Alofi,NU,75.09,heavy intensity drizzle,-19.0595,-169.9187,Taloa Heights
518,Ilam,NP,65.16,clear sky,26.9167,87.9167,चियाबारी कटेज
520,Tarifa,ES,59.02,scattered clouds,36.0139,-5.607,Hostel Facundo
521,Bereda,ES,51.15,broken clouds,43.2686,-7.5406,Pazo de Verdes
524,Ueki,JP,71.73,shower rain,32.9,130.6833,ＳＫＹＣＬＵＢ１２
525,Linkou,CN,44.24,clear sky,45.3,130.2833,Yueliang Resort
526,Sibolga,ID,76.96,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
527,Poli,TZ,59.49,light rain,-3.3333,36.8,Urafiki House
528,Aligudarz,IR,50.86,clear sky,33.4006,49.6949,آسمان آبی
529,Kununurra,AU,73.38,overcast clouds,-15.7667,128.7333,Hotel Kununurra
532,Nimaparha,IN,79.83,clear sky,20.0667,86.0167,Gopinatha sweet
533,Banyo,CM,69.26,light rain,6.75,11.8167,Motel JOMBA
535,Cody,US,67.05,scattered clouds,44.5263,-109.0565,"Holiday Inn Cody-at Buffalo Bill Village, an IHG Hotel"
536,Benguela,AO,74.86,broken clouds,-12.5763,13.4055,Hotel Praia Morena
538,Seoul,KR,56.8,sand,37.5683,126.9778,롯데호텔 서울
539,Moroni,KM,79.65,few clouds,-11.7022,43.2551,Hotel les Arcades
540,Kruisfontein,ZA,49.89,clear sky,-34.0033,24.7314,Oyster Bay House Rental
541,Challans,FR,53.8,broken clouds,46.8436,-1.8749,Citotel Le Challans
543,Herveo,CO,66.54,overcast clouds,5.0833,-75.1667,Hospedaje y restaurante Jessi
544,Saint-Georges,GD,78.48,broken clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
545,Quelimane,MZ,75.15,few clouds,-17.8786,36.8883,Hotel Flamingo
546,Urumqi,CN,45.55,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
547,Nizhnyaya Tavda,RU,48.04,overcast clouds,57.6731,66.1725,Dom
550,Vestmannaeyjar,IS,46.0,overcast clouds,63.4427,-20.2734,Glamping & Camping
551,Jishou,CN,68.76,broken clouds,28.3167,109.7167,7 Days Inn
552,Atasu,KZ,49.28,overcast clouds,48.6814,71.6433,Dostyk
553,Tateyama,JP,69.73,light intensity shower rain,34.9833,139.8667,Tateyama Seaside Hotel
555,Kudat,MY,75.29,few clouds,6.8837,116.8477,Dream Garden Hotel
556,Taltal,CL,63.55,overcast clouds,-25.4,-70.4833,Residencial Karime
557,Ankang,CN,66.4,overcast clouds,32.68,109.0172,安琪酒店
559,Horki,BY,43.68,overcast clouds,54.2861,30.9842,Sauna V Gorkakh. Zhil'ye.
560,Burns Lake,CA,45.82,broken clouds,54.2331,-125.7533,Burns Lake Bed and Breakfast
561,Grigiskes,LT,47.5,clear sky,54.6833,25.0833,Tvirtove prie Didziulio
562,Nacogdoches,US,75.33,clear sky,31.6002,-94.6335,The Fredonia Hotel & Convention Center
564,Doha,QA,76.98,clear sky,25.2867,51.5333,Movenpick Hotel Doha
565,Abdulino,RU,56.23,broken clouds,53.7,53.6667,Hotel Lazur
566,Upata,VE,75.56,overcast clouds,8.0086,-62.3989,Posada Villa Nela
567,Karonga,MW,71.35,light rain,-9.9333,33.9333,Sumuka Inn
570,Jalu,LY,79.02,scattered clouds,29.0331,21.5482,صاحبة الفخامة
573,Lutin,CZ,44.89,overcast clouds,49.5584,17.1357,Hostel Lutín
574,Charters Towers,AU,73.96,clear sky,-20.1,146.2667,Cattleman's Rest Motor Inn
577,Almeirim,BR,74.68,overcast clouds,-1.5233,-52.5817,Ricácio Hotel
579,Salta,AR,72.19,broken clouds,-24.7859,-65.4117,Hotel Alejandro I
581,General Roca,AR,57.61,light rain,-39.0333,-67.5833,Hotel El Recreo
582,Sol-Iletsk,RU,54.59,overcast clouds,51.1631,54.9918,Raduzhnaya
583,Yongan,CN,44.6,overcast clouds,39.6957,113.6871,Beiyue International Hotel
585,Pangai,TO,75.31,broken clouds,-19.8,-174.35,Ha'apai Beach Resort
586,Paramonga,PE,68.2,broken clouds,-10.6667,-77.8333,HOSTAL MI CHALET - PARAMONGA
587,Fasa,IR,60.04,broken clouds,28.9383,53.6482,Fasa University Boys' Dormitory
588,Sibu,MY,75.51,scattered clouds,2.3,111.8167,RH HOTEL (4 Star)
589,Karratha,AU,78.1,overcast clouds,-20.7377,116.8463,ibis Styles Karratha
591,Batesville,US,67.08,clear sky,35.7698,-91.641,"Holiday Inn Express & Suites Batesville, an IHG Hotel"
592,La Libertad,EC,76.66,scattered clouds,-2.2333,-80.9,Playa Canela Hotel Boutique
593,Kampot,KH,78.85,broken clouds,10.6167,104.1833,Two Moons Hotel
594,Tlaxco,MX,59.85,broken clouds,19.6167,-98.1167,Hacienda Santa María Xalostoc
595,Antofagasta,CL,63.68,overcast clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
596,Eureka,US,63.68,few clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
599,Alyangula,AU,76.87,scattered clouds,-13.8483,136.4192,Groote Eylandt Lodge
600,Concordia,AR,77.79,broken clouds,-31.393,-58.0209,Palmar Hotel Casino
603,Mareeba,AU,77.49,scattered clouds,-17.0,145.4333,Trinity Plains Tourist Park
604,Murray Bridge,AU,62.82,overcast clouds,-35.1167,139.2667,Balcony On Sixth Lodge
605,Mount Isa,AU,71.37,scattered clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
609,Bitung,ID,77.85,light rain,1.4451,125.1824,K2 Lembeh
612,Fukuma,JP,69.3,light rain,33.7667,130.4667,Masago
613,Darab,IR,70.75,overcast clouds,28.7519,54.5444,Naghshe shapoor Hotel
614,Yeppoon,AU,71.38,broken clouds,-23.1333,150.7333,Villa Mar Colina
620,Ketchikan,US,44.58,overcast clouds,55.3422,-131.6461,Snow's Cove Lodge
621,Mineral Wells,US,76.26,clear sky,32.8085,-98.1128,The Baker Hotel and Spa
622,Ambon,ID,75.34,few clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
623,Richards Bay,ZA,66.22,overcast clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
625,Oranzherei,RU,61.36,few clouds,45.8476,47.5663,Usad'ba V Khmelevom
626,Sinjai,ID,76.95,moderate rain,-5.1241,120.253,Wisma Sandika
628,Hami,CN,55.17,overcast clouds,42.8,93.45,Laoyutang Resort
629,Valdivia,CL,48.29,light rain,-39.8142,-73.2459,Hostal Entre Rios
630,Kamaishi,JP,55.71,overcast clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
633,Mazatlan,MX,79.92,clear sky,23.2167,-106.4167,Hotel La Siesta
637,Jambi,ID,74.62,broken clouds,-1.6,103.6167,ASTON Jambi Hotel & Conference Center
639,Isangel,VU,78.58,overcast clouds,-19.55,169.2667,Tanna Lodge
640,Bud,US,55.45,clear sky,39.447,-86.1758,Ted McQuinn Trust
641,Muroto,JP,68.9,overcast clouds,33.2833,134.15,Oota Ryokan
643,Beruwala,LK,79.3,overcast clouds,6.4788,79.9828,The Palms Hotel
644,Svetlogorsk,BY,46.53,overcast clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
647,Isla Vista,US,74.98,overcast clouds,34.4133,-119.861,Best Western Plus South Coast Inn
650,Aguilas,ES,61.74,overcast clouds,37.4063,-1.5829,Hotel Carlos III
651,Asau,RO,49.95,few clouds,46.4333,26.4,Casa Mika Ciobanus
656,Mehran,IR,75.9,clear sky,33.1222,46.1646,بوتیک زنانه بهار
657,Xichang,CN,58.57,clear sky,27.8964,102.2634,Xichang ibis Hotel
659,Bourges,FR,45.99,clear sky,47.25,2.4167,Thomas
661,Sumbe,AO,76.37,overcast clouds,-11.2061,13.8437,Hotel Ritz Sumbe
662,Pemberton,CA,51.49,overcast clouds,50.3164,-122.8027,Pemberton Valley Lodge
663,Krasnyy Yar,RU,53.53,clear sky,46.5331,48.3456,Cottege near Ufa
664,College,US,50.32,broken clouds,64.8569,-147.8028,Pike's Waterfront Lodge
665,Korla,CN,53.71,clear sky,41.7597,86.1469,Gulisitan Hotel
666,Praia,CV,72.14,broken clouds,14.9215,-23.5087,LT Aparthotel
667,Rantepao,ID,68.23,overcast clouds,-2.9701,119.8978,Hotel Luta Resort
672,Salalah,OM,78.04,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
675,Phek,IN,50.7,clear sky,25.6667,94.5,Prayer Centre
677,Marienburg,PL,43.88,few clouds,54.0359,19.0266,Hotel Centrum Malbork
678,Plettenberg Bay,ZA,55.94,clear sky,-34.0527,23.3716,Thanda Vista B&B
679,El Sauzal,MX,68.41,overcast clouds,31.9,-116.6833,Hotel Las Rosas & Spa
680,Yulara,AU,57.04,overcast clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
682,Gladzor,AM,52.99,overcast clouds,39.7812,45.3504,Hotel Arpa
683,Iquique,CL,66.24,broken clouds,-20.2208,-70.1431,Backpacker`s Hostel Iquique
685,Mangrol,IN,79.54,clear sky,21.1167,70.1167,Hotel The Royal Honours
686,Hofn,IS,45.46,scattered clouds,64.2539,-15.2082,Hótel Höfn
688,Palmer,US,53.24,overcast clouds,42.1584,-72.3287,Wedgewood Motel
690,Khash,IR,69.6,few clouds,28.2211,61.2158,خوابگاه آبجی محدثه
691,Dubrovnik,HR,58.64,clear sky,42.6481,18.0922,Hotel Dubrovnik Palace
693,Pitimbu,BR,77.59,scattered clouds,-7.4706,-34.8086,Reserva do Abiaí
694,Nacala,MZ,73.2,light rain,-14.5428,40.6728,Nacala Plaza Business Design Hotel
695,Ottawa,CA,52.99,broken clouds,45.4112,-75.6981,Delta Hotels by Marriott Ottawa City Centre
696,Tawau,MY,75.33,overcast clouds,4.2498,117.8871,Shervinton Executive Boutique Hotel
699,Banda Aceh,ID,79.99,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
701,Kashi,CN,67.21,broken clouds,39.4547,75.9797,帕米尔青年旅舍
