City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Sandur,IN,2022-04-18 04:27:38,15.1,76.55,85.28,47,18,6.29
295,Takoradi,GH,2022-04-18 04:26:36,4.8845,-1.7554,78.31,88,98,7.45
296,Wetzikon,CH,2022-04-18 04:27:39,47.3264,8.7978,37.76,71,4,1.99
297,Ituango,CO,2022-04-18 04:27:39,7.1712,-75.764,62.6,98,100,1.57
298,Zanjan,IR,2022-04-18 04:27:40,36.6736,48.4787,40.69,56,100,4.61
299,Naze,JP,2022-04-18 04:23:08,28.3667,129.4833,70.72,59,52,6.93
300,Dedougou,BF,2022-04-18 04:27:40,12.4667,-3.4667,82.02,21,97,5.77
301,Mossoro,BR,2022-04-18 04:27:41,-5.1875,-37.3442,76.95,94,75,2.3
302,Pedro Ii,BR,2022-04-18 04:27:41,-4.4247,-41.4586,66.94,98,95,2.39
303,Murdochville,CA,2022-04-18 04:27:42,48.9583,-65.5006,31.08,95,100,14.94
304,Den Helder,NL,2022-04-18 04:27:42,52.9599,4.7593,49.98,68,1,11.99
305,Solnechnyy,RU,2022-04-18 04:27:43,50.7214,136.6319,34.48,89,100,5.82
306,Erzin,TR,2022-04-18 04:27:44,36.9559,36.2,65.75,38,100,10.65
307,Buchanan,LR,2022-04-18 04:27:44,5.8808,-10.0467,76.75,87,94,2.55
308,Wukari,NG,2022-04-18 04:27:45,7.85,9.7833,77.65,84,100,6.11
309,Jumla,NP,2022-04-18 04:27:45,29.2747,82.1838,69.03,26,61,3.62
310,Lyubim,RU,2022-04-18 04:27:46,58.3625,40.6843,34.3,73,35,0.4
311,Texarkana,US,2022-04-18 04:27:46,33.4251,-94.0477,57.9,94,94,5.01
312,Labrea,BR,2022-04-18 04:24:51,-7.2586,-64.7981,73.29,98,100,0.67
313,Yeppoon,AU,2022-04-18 04:27:47,-23.1333,150.7333,83.98,60,10,12.53
314,Hudson Bay,CA,2022-04-18 04:27:47,52.85,-102.3842,20.19,98,100,1.97
315,Narsaq,GL,2022-04-18 04:27:47,60.9167,-46.05,32.22,90,40,1.61
316,Emporia,US,2022-04-18 04:26:07,38.4039,-96.1817,39.4,87,100,4.61
317,Mahajanga,MG,2022-04-18 04:27:48,-15.7167,46.3167,75.22,88,20,4.61
318,Saint-Pierre,RE,2022-04-18 04:27:49,-21.3393,55.4781,79.29,74,20,4.61
319,Soyo,AO,2022-04-18 04:27:49,-6.1349,12.3689,78.57,91,100,5.53
320,Aizpute,LV,2022-04-18 04:27:50,56.7167,21.6,25.83,71,39,3.29
321,Berlevag,NO,2022-04-18 04:28:50,70.8578,29.0864,39.0,93,100,15.05
322,Trincomalee,LK,2022-04-18 04:28:51,8.5711,81.2335,85.26,69,100,9.44
323,Garowe,SO,2022-04-18 04:28:51,8.4054,48.4845,80.28,65,63,8.84
324,Qasigiannguit,GL,2022-04-18 04:28:52,68.8193,-51.1922,10.65,92,100,5.61
325,Alyangula,AU,2022-04-18 04:28:52,-13.8483,136.4192,89.47,62,75,10.36
326,Tabuk,PH,2022-04-18 04:28:53,17.4189,121.4443,87.24,55,80,3.38
327,Upernavik,GL,2022-04-18 04:28:53,72.7868,-56.1549,-4.14,90,100,11.3
328,College,US,2022-04-18 04:28:54,64.8569,-147.8028,37.38,37,20,5.75
329,Ternate,ID,2022-04-18 04:28:54,0.8,127.4,84.76,69,59,2.73
330,Bulgan,MN,2022-04-18 04:28:55,48.8125,103.5347,58.51,23,17,10.74
331,Chalon-Sur-Saone,FR,2022-04-18 04:28:55,46.7833,4.85,37.22,80,60,3.91
332,Kuldur,RU,2022-04-18 04:28:56,49.2167,131.6333,42.21,50,46,8.05
333,Amapa,BR,2022-04-18 04:28:56,1.0,-52.0,71.49,100,100,1.68
334,Huarmey,PE,2022-04-18 04:28:57,-10.0681,-78.1522,66.9,85,6,7.02
335,Waipawa,NZ,2022-04-18 04:28:57,-41.4122,175.5153,58.73,70,58,12.44
336,Takayama,JP,2022-04-18 04:28:58,36.1333,137.25,53.67,87,100,2.62
337,Herat,AF,2022-04-18 04:28:59,34.5,62.0,50.07,76,100,9.46
338,Morondava,MG,2022-04-18 04:29:00,-20.2833,44.2833,80.38,80,1,2.26
339,Kieta,PG,2022-04-18 04:29:00,-6.2167,155.6333,83.34,73,73,4.41
340,Santa Rosa,PH,2022-04-18 04:29:01,14.3122,121.1114,93.18,59,68,14.18
341,Henties Bay,NA,2022-04-18 04:29:01,-22.116,14.2845,62.15,75,9,4.97
342,Gibgos,PH,2022-04-18 04:29:01,13.859,123.7675,84.06,62,13,9.8
343,Asbestos,CA,2022-04-18 04:29:02,45.7668,-71.9324,35.15,82,32,10.47
344,Cabedelo,BR,2022-04-18 04:29:02,-6.9811,-34.8339,77.67,79,99,8.16
345,Omboue,GA,2022-04-18 04:29:03,-1.5746,9.2618,77.11,92,100,3.02
346,Grindavik,IS,2022-04-18 04:29:04,63.8424,-22.4338,39.67,70,75,3.44
347,Venice,US,2022-04-18 04:29:04,27.0998,-82.4543,76.98,91,100,0.0
348,Toamasina,MG,2022-04-18 04:29:05,-18.1667,49.3833,73.4,94,40,4.61
349,Oussouye,SN,2022-04-18 04:29:05,12.485,-16.5469,70.0,75,20,12.19
350,Touros,BR,2022-04-18 04:29:06,-5.1989,-35.4608,78.51,83,100,6.64
351,San Quintin,MX,2022-04-18 04:29:07,30.4833,-115.95,59.07,87,3,15.03
352,Labuhan,ID,2022-04-18 04:29:07,-6.8844,112.2051,87.01,65,69,3.87
353,Chipinge,ZW,2022-04-18 04:29:08,-20.1883,32.6236,59.09,98,99,2.48
354,Batagay,RU,2022-04-18 04:29:08,67.6333,134.6333,24.91,80,10,9.93
355,Athens,GR,2022-04-18 04:26:15,37.9795,23.7162,54.16,80,75,11.99
356,Gamba,GA,2022-04-18 04:29:09,-2.65,10.0,76.08,93,100,2.75
357,Coihaique,CL,2022-04-18 04:29:10,-45.5752,-72.0662,52.41,76,75,5.75
358,Chiriqui Grande,PA,2022-04-18 04:29:10,8.95,-82.1167,77.34,89,100,2.53
359,Andra,RU,2022-04-18 04:29:11,62.5147,65.8878,28.65,87,46,7.23
360,Aitape,PG,2022-04-18 04:29:11,-3.1374,142.3475,84.34,73,65,4.0
361,Avera,US,2022-04-18 04:29:12,33.194,-82.5271,67.51,95,99,3.0
362,Upington,ZA,2022-04-18 04:30:12,-28.4478,21.2561,52.18,87,0,2.3
363,Plouzane,FR,2022-04-18 04:30:13,48.3833,-4.6167,48.52,97,0,5.75
364,Plettenberg Bay,ZA,2022-04-18 04:30:13,-34.0527,23.3716,60.6,77,100,2.82
365,Jalu,LY,2022-04-18 04:30:14,29.0331,21.5482,59.09,81,77,9.57
366,Monte Alegre,BR,2022-04-18 04:30:14,-2.0078,-54.0692,72.84,99,100,1.12
367,Cornwall,CA,2022-04-18 04:30:01,45.0181,-74.7281,37.36,80,0,5.75
368,Yushu,CN,2022-04-18 04:30:15,44.8,126.5333,56.34,17,6,11.05
369,Chaykovskiy,RU,2022-04-18 04:30:16,56.7686,54.1148,33.76,98,100,6.82
370,Qiongshan,CN,2022-04-18 04:30:17,20.0058,110.3542,75.18,94,75,11.18
371,Dhidhdhoo,MV,2022-04-18 04:30:17,6.8833,73.1,83.7,74,87,6.82
372,Carbondale,US,2022-04-18 04:30:17,37.7273,-89.2168,44.89,90,100,5.75
373,Itarema,BR,2022-04-18 04:30:18,-2.9248,-39.9167,76.57,89,75,4.07
374,Cayenne,GF,2022-04-18 04:30:18,4.9333,-52.3333,81.09,1,20,7.0
375,Hami,CN,2022-04-18 04:30:19,42.8,93.45,67.14,10,0,4.23
376,Esperance,AU,2022-04-18 04:30:19,-33.8667,121.9,66.04,61,45,10.54
377,Alofi,NU,2022-04-18 04:30:20,-19.0595,-169.9187,82.29,74,40,9.22
378,Poum,NC,2022-04-18 04:30:20,-20.2333,164.0167,78.03,70,100,9.04
379,Castrillon,ES,2022-04-18 04:30:21,43.3979,-6.7922,47.61,96,60,1.43
380,Gaya,IN,2022-04-18 04:30:21,24.7833,85.0,98.51,20,0,9.22
381,Shelui,TZ,2022-04-18 04:30:22,-4.3667,34.2,68.94,81,100,3.15
382,Faanui,PF,2022-04-18 04:30:22,-16.4833,-151.75,80.89,74,11,9.48
383,Sao Felix Do Xingu,BR,2022-04-18 04:30:23,-6.6447,-51.995,72.28,98,100,0.6
384,Port Shepstone,ZA,2022-04-18 04:29:44,-30.7414,30.455,65.44,79,98,5.68
385,Candelaria,PH,2022-04-18 04:30:23,13.9311,121.4233,85.39,53,44,9.24
386,Bintulu,MY,2022-04-18 04:30:24,3.1667,113.0333,90.01,74,20,8.05
387,Westport,US,2022-04-18 04:29:12,41.1415,-73.3579,43.83,61,0,3.44
388,Mehamn,NO,2022-04-18 04:27:19,71.0357,27.8492,40.08,95,100,14.07
389,Calabozo,VE,2022-04-18 04:30:25,8.9242,-67.4293,77.92,75,100,2.77
390,Saldanha,ZA,2022-04-18 04:30:25,-33.0117,17.9442,53.65,73,70,9.51
391,Vao,NC,2022-04-18 04:30:26,-22.6667,167.4833,77.18,69,64,5.01
392,Synya,RU,2022-04-18 04:30:26,65.3718,58.0387,31.57,95,100,8.68
393,Cam Ranh,VN,2022-04-18 04:30:27,11.9214,109.1591,87.76,55,0,12.66
394,Pevek,RU,2022-04-18 04:30:27,69.7008,170.3133,12.4,89,50,3.96
395,Beringovskiy,RU,2022-04-18 04:30:28,63.05,179.3167,31.48,96,100,5.28
396,Kiunga,PG,2022-04-18 04:30:29,-6.1219,141.2906,83.03,72,100,3.24
397,Zhuhai,CN,2022-04-18 04:30:29,22.2769,113.5678,73.18,83,40,10.36
398,Chokwe,MZ,2022-04-18 04:30:30,-24.5333,32.9833,65.1,96,100,9.66
399,Praia,CV,2022-04-18 04:30:30,14.9215,-23.5087,70.34,73,75,10.36
400,Bambanglipuro,ID,2022-04-18 04:30:31,-7.95,110.2833,88.32,64,83,5.68
401,La Palma,US,2022-04-18 04:30:31,33.8464,-118.0467,66.15,77,0,6.91
402,Reconquista,AR,2022-04-18 04:30:32,-29.15,-59.65,56.71,84,0,3.91
403,Jaque,PA,2022-04-18 04:29:48,7.5175,-78.1703,78.17,87,54,3.6
404,Dicabisagan,PH,2022-04-18 04:30:33,17.0818,122.4157,80.78,76,91,6.35
405,Mabaruma,GY,2022-04-18 04:30:33,8.2,-59.7833,72.36,94,26,2.8
406,Quibor,VE,2022-04-18 04:30:34,9.9287,-69.6201,69.42,86,100,4.74
407,Madimba,TZ,2022-04-18 04:30:34,-10.4,40.3333,76.51,92,67,9.35
408,Chikwawa,MW,2022-04-18 04:31:35,-16.0335,34.8009,72.45,93,65,2.8
409,Gien,FR,2022-04-18 04:31:35,47.6933,2.6309,43.29,81,96,1.95
410,San Borja,BO,2022-04-18 04:31:36,-14.8167,-66.85,65.44,87,0,4.09
411,Talnakh,RU,2022-04-18 04:31:36,69.4865,88.3972,7.21,88,100,5.82
412,Americus,US,2022-04-18 04:30:27,32.0724,-84.2327,68.13,94,100,0.0
413,Padang,ID,2022-04-18 04:31:37,-0.9492,100.3543,78.85,73,99,3.4
414,Trairi,BR,2022-04-18 04:31:37,-3.2778,-39.2689,76.33,88,72,2.86
415,Manzhouli,CN,2022-04-18 04:31:38,49.6,117.4333,63.9,29,97,20.71
416,Buraydah,SA,2022-04-18 04:31:38,26.326,43.975,70.25,13,23,8.99
417,Bud,US,2022-04-18 04:31:39,39.447,-86.1758,46.42,58,98,8.63
418,Kardla,EE,2022-04-18 04:31:39,58.9978,22.7492,26.58,93,0,0.0
419,Nyurba,RU,2022-04-18 04:31:40,63.2842,118.3319,35.11,93,99,11.68
420,Primorsko,BG,2022-04-18 04:31:40,42.2667,27.7667,41.47,97,100,19.26
421,Chapais,CA,2022-04-18 04:31:40,49.7834,-74.8492,24.58,95,61,7.31
422,Parsabad,IR,2022-04-18 04:31:41,39.6482,47.9174,46.72,93,75,6.91
423,Lagoa,PT,2022-04-18 04:31:41,39.05,-27.9833,56.66,66,29,15.1
424,Great Yarmouth,GB,2022-04-18 04:31:42,52.6083,1.7305,45.95,85,38,7.09
425,Sao Filipe,CV,2022-04-18 04:31:43,14.8961,-24.4956,70.7,78,22,1.32
426,Tomakomai,JP,2022-04-18 04:29:17,42.6369,141.6033,54.18,47,75,18.41
427,Dawson Creek,CA,2022-04-18 04:28:55,55.7666,-120.2362,22.64,80,100,8.05
428,San Felice Sul Panaro,IT,2022-04-18 04:31:44,44.8332,11.1426,44.06,71,6,1.99
429,Tamiahua,MX,2022-04-18 04:31:44,21.2667,-97.45,74.84,96,7,3.33
430,Ewa Beach,US,2022-04-18 04:28:55,21.3156,-158.0072,78.75,63,75,17.27
431,Port Blair,IN,2022-04-18 04:31:45,11.6667,92.75,87.84,70,20,6.91
432,Baykit,RU,2022-04-18 04:31:46,61.67,96.37,28.92,63,99,14.41
433,Jimo,CN,2022-04-18 04:31:46,36.3897,120.4622,69.58,26,0,6.71
434,Fort Nelson,CA,2022-04-18 04:30:20,58.8053,-122.7002,17.19,57,40,0.0
435,Vangaindrano,MG,2022-04-18 04:31:47,-23.35,47.6,76.15,82,70,4.21
436,Qinzhou,CN,2022-04-18 04:31:47,21.95,108.6167,59.5,87,100,15.88
437,Tura,IN,2022-04-18 04:29:45,25.5198,90.2201,82.81,64,35,5.32
438,Pangnirtung,CA,2022-04-18 04:31:48,66.1451,-65.7125,-9.49,100,100,3.31
439,Sinnamary,GF,2022-04-18 04:31:48,5.3833,-52.95,77.07,86,81,8.34
440,Lebowakgomo,ZA,2022-04-18 04:31:49,-24.2,29.5,58.1,91,78,1.61
441,Menongue,AO,2022-04-18 04:31:49,-14.6585,17.691,60.42,97,21,4.09
442,Luderitz,NA,2022-04-18 04:31:50,-26.6481,15.1594,68.41,53,0,6.91
443,Colares,PT,2022-04-18 04:31:50,38.7992,-9.4469,59.29,77,55,25.99
444,Zarand,IR,2022-04-18 04:31:51,30.8127,56.564,58.87,36,36,5.17
445,Apricena,IT,2022-04-18 04:31:51,41.7839,15.4437,49.82,57,97,17.0
446,Ucluelet,CA,2022-04-18 04:30:23,48.9329,-125.5528,51.1,56,100,1.01
447,Turukhansk,RU,2022-04-18 04:31:52,65.8167,87.9833,16.57,84,100,13.87
448,Pimentel,PE,2022-04-18 04:31:52,-6.8367,-79.9342,66.07,87,34,11.39
449,Beaupre,CA,2022-04-18 04:31:53,47.0443,-70.8953,36.41,60,44,6.91
450,Khani,GE,2022-04-18 04:31:54,41.9563,42.9566,58.57,50,95,7.54
451,Antofagasta,CL,2022-04-18 04:31:54,-23.65,-70.4,58.28,82,51,4.32
452,Sola,VU,2022-04-18 04:31:54,-13.8833,167.55,82.76,70,12,10.2
453,Winneba,GH,2022-04-18 04:32:55,5.3511,-0.6231,78.71,87,98,9.06
454,Santiago Del Estero,AR,2022-04-18 04:32:56,-27.7951,-64.2615,60.03,70,0,7.16
455,Wanning,CN,2022-04-18 04:32:56,18.8003,110.3967,81.77,72,31,8.1
456,Noumea,NC,2022-04-18 04:32:57,-22.2763,166.4572,82.38,72,73,5.37
457,Susanville,US,2022-04-18 04:31:55,40.4163,-120.653,39.67,52,10,3.0
458,Tucuman,AR,2022-04-18 04:30:19,-26.8241,-65.2226,55.4,94,0,5.75
459,Langham,CA,2022-04-18 04:32:58,52.3668,-106.9679,28.24,73,13,2.17
460,Kawhia,NZ,2022-04-18 04:32:58,-38.0651,174.8183,59.29,92,100,13.73
461,Mentana,IT,2022-04-18 04:32:59,42.0349,12.6424,46.51,57,24,5.97
462,Nalut,LY,2022-04-18 04:32:59,30.3333,10.85,57.27,41,0,7.54
463,Shiyan,CN,2022-04-18 04:32:59,32.6475,110.7781,73.42,31,100,12.26
464,Roswell,US,2022-04-18 04:33:00,34.0232,-84.3616,64.96,89,40,0.0
465,Graaff-Reinet,ZA,2022-04-18 04:33:00,-32.2522,24.5308,52.68,82,55,1.54
466,Beya,RU,2022-04-18 04:33:01,53.0533,90.9139,65.16,29,99,14.85
467,Xunchang,CN,2022-04-18 04:33:01,28.4543,104.715,59.97,71,100,4.7
468,Akyab,MM,2022-04-18 04:33:02,20.15,92.9,87.85,64,34,10.71
469,Bubaque,GW,2022-04-18 04:33:03,11.2833,-15.8333,73.92,76,17,10.98
470,Lata,PT,2022-04-18 04:33:03,40.1629,-8.3327,58.82,97,51,2.13
471,Nata,PA,2022-04-18 04:33:04,8.3333,-80.5167,78.73,81,100,4.45
472,Fort Dodge,US,2022-04-18 04:31:51,42.4975,-94.168,32.13,100,75,8.05
473,Bayji,IQ,2022-04-18 04:33:05,34.9311,43.487,74.21,21,68,4.76
474,Hualmay,PE,2022-04-18 04:33:06,-11.0964,-77.6139,65.62,88,14,6.29
475,Bakaly,RU,2022-04-18 04:33:06,55.1789,53.8028,45.14,89,99,6.15
476,Kabanjahe,ID,2022-04-18 04:33:07,3.1001,98.4908,73.89,77,100,3.29
477,Songjianghe,CN,2022-04-18 04:33:07,42.1859,127.479,53.62,27,73,10.54
478,La Orilla,MX,2022-04-18 04:33:08,17.9833,-102.2333,72.03,75,86,4.68
479,Apozol,MX,2022-04-18 04:33:08,21.4833,-103.1,77.34,16,47,4.97
480,Mar Del Plata,AR,2022-04-18 04:30:09,-38.0023,-57.5575,60.87,93,0,11.99
481,Idritsa,RU,2022-04-18 04:33:09,56.3316,28.8988,36.14,70,79,6.46
482,Asfi,MA,2022-04-18 04:33:09,32.2994,-9.2372,62.06,84,99,12.21
483,Palmerston North,NZ,2022-04-18 04:32:21,-40.35,175.6167,66.51,76,100,11.01
484,Egvekinot,RU,2022-04-18 04:33:10,66.3167,-179.1667,26.4,96,100,9.06
485,Manama,BH,2022-04-18 04:33:11,26.2154,50.5832,78.78,34,0,9.22
486,Pangody,RU,2022-04-18 04:33:11,65.85,74.4859,20.3,85,99,13.49
487,Piopio,NZ,2022-04-18 04:33:12,-38.4667,175.0167,55.53,98,100,5.99
488,Ilulissat,GL,2022-04-18 04:33:12,69.2167,-51.1,10.42,72,20,4.61
489,Nouadhibou,MR,2022-04-18 04:33:13,20.931,-17.0347,64.38,94,100,8.05
490,Kidal,ML,2022-04-18 04:33:13,18.4411,1.4078,70.52,25,12,9.37
491,Oranjestad,AW,2022-04-18 04:33:13,12.524,-70.027,78.51,86,100,24.36
492,San-Pedro,CI,2022-04-18 04:33:14,4.7485,-6.6363,76.75,86,100,2.33
493,Sokoni,TZ,2022-04-18 04:33:14,-6.4333,39.55,78.66,85,58,13.51
494,Las Varas,MX,2022-04-18 04:33:15,21.1667,-105.1667,72.7,57,69,2.75
495,Pacific Grove,US,2022-04-18 04:33:05,36.6177,-121.9166,52.25,82,0,6.91
496,Swan River,CA,2022-04-18 04:33:15,52.1058,-101.2676,24.69,58,100,2.3
497,Champasak,LA,2022-04-18 04:34:16,14.75,106.0,86.88,39,100,3.38
498,Olafsvik,IS,2022-04-18 04:34:16,64.8945,-23.7142,41.81,72,100,11.05
499,Alexandria,EG,2022-04-18 04:31:17,31.2156,29.9553,66.16,72,40,10.36
500,Pasni,PK,2022-04-18 04:34:17,25.2631,63.471,81.52,80,1,6.8
501,Merauke,ID,2022-04-18 04:34:17,-8.4667,140.3333,84.52,72,98,5.61
502,Leningradskiy,RU,2022-04-18 04:34:18,69.3833,178.4167,25.88,92,89,10.51
503,Asheville,US,2022-04-18 04:30:55,35.6009,-82.554,58.48,81,100,5.75
504,Ambon,ID,2022-04-18 04:34:19,-3.6954,128.1814,89.74,70,40,11.5
505,Tateyama,JP,2022-04-18 04:34:19,34.9833,139.8667,62.53,74,100,11.59
506,Bilma,NE,2022-04-18 04:31:52,18.6853,12.9164,74.62,20,22,10.74
507,Kamina,CD,2022-04-18 04:34:20,-8.7386,24.9906,63.73,95,17,3.76
508,Komsomolets,KZ,2022-04-18 04:34:20,53.7453,62.0708,49.41,45,96,6.02
509,Kaseda,JP,2022-04-18 04:34:21,31.4167,130.3167,65.48,56,98,6.78
510,Atherton,GB,2022-04-18 04:34:21,53.5237,-2.4935,49.21,86,41,1.99
511,Amga,RU,2022-04-18 04:34:22,60.8953,131.9608,38.52,57,58,9.91
512,Pallisa,UG,2022-04-18 04:34:22,1.145,33.7094,68.68,80,98,2.91
513,Ranfurly,NZ,2022-04-18 04:34:23,-45.1333,170.1,59.14,54,4,1.21
514,Bolshoy Lug,RU,2022-04-18 04:34:23,52.0779,104.0919,71.78,41,71,3.06
515,Suntar,RU,2022-04-18 04:34:23,62.1444,117.6319,38.46,72,100,13.29
516,Bundaberg,AU,2022-04-18 04:32:11,-24.85,152.35,81.21,55,22,10.36
517,Bonaventure,CA,2022-04-18 04:34:24,48.0457,-65.4926,39.78,87,100,8.05
518,Port Augusta,AU,2022-04-18 04:34:25,-32.5,137.7667,70.72,56,100,15.97
519,Dauriya,RU,2022-04-18 04:34:25,49.9333,116.8667,64.56,27,91,19.91
520,Pervomayskiy,RU,2022-04-18 04:34:25,53.2485,40.2871,35.92,96,100,11.32
521,Padra,IN,2022-04-18 04:34:26,22.2333,73.0833,87.89,58,0,4.61
522,Itoman,JP,2022-04-18 04:34:26,26.1247,127.6694,74.17,65,75,9.22
523,Tarrega,ES,2022-04-18 04:34:27,41.647,1.1396,51.58,77,99,0.98
524,Boone,US,2022-04-18 04:34:27,39.0334,-92.3335,38.25,92,100,7.0
525,Ahvaz,IR,2022-04-18 04:34:28,31.3203,48.6693,69.75,28,100,4.61
526,Quelimane,MZ,2022-04-18 04:34:28,-17.8786,36.8883,76.95,94,40,3.44
527,Umm Lajj,SA,2022-04-18 04:32:13,25.0213,37.2685,88.45,20,45,5.26
528,Pitimbu,BR,2022-04-18 04:34:29,-7.4706,-34.8086,77.59,78,93,7.05
529,Uvira,CD,2022-04-18 04:34:30,-3.4067,29.1458,72.79,83,82,4.12
530,Mancio Lima,BR,2022-04-18 04:34:30,-7.6142,-72.8958,75.27,100,0,0.0
531,Chuguyevka,RU,2022-04-18 04:34:30,44.1653,133.8633,50.02,24,59,8.43
532,Woodstock,CA,2022-04-18 04:31:17,43.1334,-80.7497,31.12,79,12,5.99
533,Sigli,ID,2022-04-18 04:34:31,5.3848,95.9609,85.78,67,92,5.17
534,Matadi,CD,2022-04-18 04:34:32,-5.8167,13.45,75.96,98,99,1.23
535,Nuevo Progreso,MX,2022-04-18 04:34:32,23.1667,-97.95,75.54,71,42,1.79
536,Camabatela,AO,2022-04-18 04:34:33,-8.1881,15.375,61.21,92,91,3.6
537,Guiratinga,BR,2022-04-18 04:34:33,-16.3494,-53.7583,62.49,59,100,4.65
538,Nome,US,2022-04-18 04:34:34,64.5011,-165.4064,33.87,75,100,13.8
539,Gusau,NG,2022-04-18 04:34:34,12.1628,6.6614,79.48,60,98,9.51
540,Benito Juarez,MX,2022-04-18 04:34:35,19.385,-99.165,75.99,24,75,8.05
541,Moron,AR,2022-04-18 04:34:35,-34.6534,-58.6198,65.97,81,100,5.7
542,Araceli,PH,2022-04-18 04:34:36,10.5529,119.9913,83.52,72,76,14.38
543,Bhadasar,IN,2022-04-18 04:34:36,28.2833,74.3167,101.77,12,2,14.81
544,Villa Rica,US,2022-04-18 04:32:05,33.7321,-84.9191,64.22,96,100,4.27
545,Carahue,CL,2022-04-18 04:35:37,-38.7,-73.1667,48.15,91,4,0.54
546,Lisakovsk,KZ,2022-04-18 04:35:38,52.5369,62.4936,51.96,44,93,6.08
547,Coffs Harbour,AU,2022-04-18 04:33:48,-30.3,153.1333,76.96,53,8,10.36
548,Tarakan,ID,2022-04-18 04:35:39,3.3,117.6333,83.17,73,95,7.2
549,Robertsganj,IN,2022-04-18 04:35:39,24.7,83.0667,103.66,6,0,9.22
550,San Jeronimo,PE,2022-04-18 04:35:39,-11.9472,-75.2829,44.74,88,39,2.66
551,Banjar,ID,2022-04-18 04:35:40,-8.19,114.9675,86.18,74,100,3.74
552,Bergama,TR,2022-04-18 04:35:40,39.1207,27.1805,50.02,93,98,9.33
553,Qinhuangdao,CN,2022-04-18 04:35:41,39.9317,119.5883,64.53,30,27,12.17
554,Hamilton,US,2022-04-18 04:33:41,39.1834,-84.5333,45.43,55,0,5.01
555,Opuwo,NA,2022-04-18 04:35:42,-18.0607,13.84,67.48,39,38,6.04
556,Lianran,CN,2022-04-18 04:35:42,24.9227,102.485,48.74,50,50,5.17
557,Sobolevo,RU,2022-04-18 04:35:42,54.4299,31.8996,32.23,91,100,15.1
558,Pringsewu,ID,2022-04-18 04:35:43,-5.3582,104.9744,91.38,49,69,3.85
